Date,County,Circuit,Counts,OffenseSeriousness,OffenseCode,OffenseType,Sentence,Statute,JudgeID,Trial,Incarceration,Age,Black,EventID,CriminalHistory,Sex,ExpMinSentence,HomeCircuit,Week,JudgeName,Plea,ImputedDate,Imputation,WorkType
2000-10-16,Union,16,1,1,685,Other,0.0,"16-25-0020, 0040",Judge 1,0,0,39,1,246,voluminous,Male,0.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-16,Union,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 1,0,0,34,1,247,minimal,Male,0.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-17,Union,16,3,4,86,Burglary,360.0,16-11-0312(B),Judge 1,0,1,28,1,248,extensive,Male,118.80000000000001,16.0,42-2000,ALFORD,1,,None,GS
2000-10-18,Union,16,6,2,2427,Fraud,32.0,16-13-0010(B)(2),Judge 1,0,1,33,0,249,voluminous,Female,8.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-19,Union,16,1,8,79,Burglary,144.0,16-11-0311,Judge 1,1,1,23,1,250,moderate,Male,122.39999999999999,16.0,42-2000,ALFORD,0,,None,GS
2000-10-19,Union,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,22,0,251,none,Male,0.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-19,Union,16,1,1,781,Other,0.0,"C/L, 17-25-0030",Judge 1,0,0,19,1,252,minimal,Female,0.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-20,Union,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 1,0,0,46,0,253,none,Male,0.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-20,Union,16,1,2,112,Drug Distribution,36.0,44-53-0375(B)(1),Judge 1,0,1,21,1,254,none,Male,9.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-20,Union,16,4,7,114,Drug Distribution,60.0,44-53-0375(B)(3),Judge 1,0,1,26,0,255,moderate,Female,51.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-20,Union,16,4,2,165,Other,120.0,"56-05-2930, 2940(4)",Judge 1,0,1,46,0,256,moderate,Male,30.0,16.0,42-2000,ALFORD,1,,None,GS
2000-10-23,York,16,1,2,31,Other,0.0,16-15-0010,Judge 1,0,0,36,0,257,none,Female,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-23,York,16,1,1,296,Drug Possesion,0.0,44-53-0040(B),Judge 1,0,0,29,0,258,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-24,York,16,1,2,57,Other,8.0,56-01-1100,Judge 1,0,1,28,1,259,none,Male,2.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-24,York,16,3,2,101,Drug Possesion,48.0,44-53-0375(A),Judge 1,0,1,33,1,260,voluminous,Male,12.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-24,York,16,2,7,451,Drug Distribution,144.0,44-53-0375(C)(1)(b),Judge 1,0,1,28,1,261,moderate,Male,122.39999999999999,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,2,49,Other,0.0,16-17-0410,Judge 1,0,0,46,0,262,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,2,49,Other,0.0,16-17-0410,Judge 1,0,0,24,0,263,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 1,0,0,17,1,264,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 1,0,0,34,1,265,none,Female,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,3,7,113,Drug Distribution,48.0,44-53-0375(B)(2),Judge 1,0,1,54,1,266,moderate,Male,40.8,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,4,137,Robbery,120.0,16-11-0325,Judge 1,0,1,28,1,267,extensive,Male,30.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,2,2,478,Theft,36.0,16-13-0030(B)(1),Judge 1,0,1,24,0,268,moderate,Male,9.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,1,2,1345,Theft,6.0,34-03-0110(B),Judge 1,0,1,51,0,269,extensive,Female,1.5,16.0,43-2000,ALFORD,1,,None,GS
2000-10-25,York,16,3,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 1,0,0,31,1,270,minimal,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-26,York,16,4,3,107,Drug Distribution,48.0,44-53-0445(B)(1),Judge 1,0,1,21,0,271,minimal,Female,12.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,25,0,272,none,Female,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,30,1,273,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,York,16,2,1,48,Other,24.0,16-17-0490,Judge 1,0,1,20,0,274,moderate,Male,6.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,Kershaw,5,5,1,164,Other,24.0,"56-05-2930, 2940(3)",Judge 1,0,1,35,0,275,extensive,Male,6.0,16.0,43-2000,ALFORD,1,,None,Disagree
2000-10-27,York,16,1,2,427,Burglary,0.0,16-11-0313,Judge 1,0,0,18,1,276,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,York,16,1,2,427,Burglary,0.0,16-11-0313,Judge 1,0,0,17,1,277,none,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-10-27,York,16,1,2,2364,Other,0.0,"16-23-0030, 0050(A)(1)",Judge 1,0,0,25,1,278,minimal,Male,0.0,16.0,43-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,29,1,279,minimal,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 1,0,0,50,1,280,minimal,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,2,7,113,Drug Distribution,60.0,44-53-0375(B)(2),Judge 1,0,1,39,1,281,moderate,Male,51.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,21,0,282,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,29,1,283,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,18,0,284,none,Female,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,3,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 1,0,0,20,1,285,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-06,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 1,0,0,19,1,286,none,Female,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,5,3,9,Assault,48.0,Common Law,Judge 1,0,1,20,1,287,moderate,Male,12.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,33,0,288,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,33,0,289,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,20,0,290,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,1,5,396,Rape,48.0,16-03-0655(2),Judge 1,0,1,22,1,291,minimal,Male,40.8,16.0,45-2000,ALFORD,1,,None,GS
2000-11-07,York,16,1,4,2468,Other,0.0,16-15-0140,Judge 1,0,0,39,1,292,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-08,York,16,1,2,112,Drug Distribution,24.0,44-53-0375(B)(1),Judge 1,0,1,23,1,293,minimal,Male,6.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-08,York,16,1,3,118,Other,0.0,"Common Law, 17-25-0030",Judge 1,0,0,20,0,294,minimal,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-08,York,16,1,2,258,Burglary,36.0,"16-13-0160(1)(2), (B)",Judge 1,0,1,33,0,295,voluminous,Male,9.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-08,York,16,7,8,452,Drug Distribution,324.0,44-53-0375(C)(1)(c),Judge 1,0,1,29,1,296,moderate,Male,324.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-08,York,16,1,2,531,Fraud,0.0,16-13-0240(2),Judge 1,0,0,26,1,297,minimal,Female,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-09,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,44,0,298,none,Female,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-09,York,16,4,6,395,Homicide,120.0,56-05-2945(A)(2),Judge 1,0,1,30,0,299,moderate,Female,102.0,16.0,45-2000,ALFORD,1,,None,GS
2000-11-09,York,16,1,2,2366,Other,0.0,16-05-0130(1),Judge 1,0,0,20,1,300,none,Male,0.0,16.0,45-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,27,1,301,none,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,4,80,Burglary,0.0,16-11-0312(A),Judge 1,0,0,44,0,302,minimal,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,9,4,86,Burglary,48.0,16-11-0312(B),Judge 1,0,1,20,0,303,extensive,Male,15.84,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,4,86,Burglary,0.0,16-11-0312(B),Judge 1,0,0,20,0,304,none,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 1,0,0,26,1,305,minimal,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,3,256,Other,0.0,16-09-0320(B),Judge 1,0,0,41,1,306,voluminous,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,2,493,Other,0.0,16-11-0510(B)(2),Judge 1,0,0,23,1,307,none,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 1,0,0,29,0,308,none,Male,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-04,Union,16,1,3,2481,Other,0.0,20-07-0050,Judge 1,0,0,25,1,309,none,Female,0.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-05,Union,16,1,2,112,Drug Distribution,36.0,44-53-0375(B)(1),Judge 1,0,1,31,1,310,moderate,Male,9.0,16.0,49-2000,ALFORD,1,,None,GS
2000-12-06,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 1,0,0,24,1,311,minimal,Female,0.0,16.0,49-2000,ALFORD,1,,None,GS
